CustomerKey,FullName,AddressLine1,Year,Quarter,Month,Day,Education,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,Occupation,TotalChildren,YearlyIncome
16318,"Moreno, Kellie",5399 Red Maple Ct.,1977,Qtr 2,June,8,Partial College,0,S,1,Clerical,0,$30000
16319,"Ortega, Joy","222, rue des Pyrenees",1976,Qtr 4,November,21,High School,1,S,1,Manual,0,$20000
16320,"Simmons, Rachel","87, cours Mirabeau",1976,Qtr 1,March,4,High School,0,S,1,Manual,0,$20000
16321,"Malhotra, Ruth",7058 Crestwood Circle,1974,Qtr 4,October,25,Partial High School,1,M,2,Manual,0,$10000
16322,"Dominguez, Gloria",Midi-Couleurs,1974,Qtr 3,September,17,Partial High School,1,S,2,Manual,0,$10000
16323,"Raje, Dustin","211bis, rue des Peupliers",1975,Qtr 2,April,5,Partial College,1,S,1,Clerical,0,$30000
16324,"Romero, Juan",4264 Oak Creek Ct.,1975,Qtr 1,March,19,Bachelors,1,M,0,Skilled Manual,1,$40000
16325,"Williams, Emma",2427 Marvello Lane,1913,Qtr 3,September,10,Partial College,1,S,1,Clerical,1,$30000
16326,"Romero, Jésus",Helsenbergbogen 65,1973,Qtr 1,January,17,Partial High School,0,S,2,Manual,0,$10000
16327,"Diaz, Darren",Kampstr 6246,1973,Qtr 1,March,6,Partial High School,0,S,2,Manual,0,$20000
16328,"Rai, Maurice",6671 Del Rey St.,1973,Qtr 1,February,15,Partial High School,1,S,2,Manual,0,$20000
16329,"Ye, Jamie",2423 Brookview Dr.,1973,Qtr 4,December,13,Partial High School,0,S,2,Manual,0,$20000
16330,"Simmons, Luke","783, cours Mirabeau",1973,Qtr 3,July,6,Partial College,1,S,1,Clerical,0,$30000
16331,"Richardson, Erin",9684 Rahn Court,1977,Qtr 1,March,12,Partial High School,0,S,2,Clerical,0,$40000
16332,"Vazquez, Joan",5736 Monument Blvd,1948,Qtr 4,October,4,Partial High School,0,M,2,Clerical,2,$10000
16333,"Hill, Caleb",1439 N. Michell Canyon Rd.,1977,Qtr 1,February,21,Partial College,0,M,1,Skilled Manual,0,$30000
16334,"Bailey, Natalie",6790 Loma Linda,1977,Qtr 4,December,12,Partial College,0,S,1,Skilled Manual,0,$30000
16335,"Lu, Kristen",6521 D Bel Air Dr,1977,Qtr 3,August,25,Partial College,1,S,2,Skilled Manual,0,$30000
16336,"Wright, Jonathan",5101 Camino Peral,1977,Qtr 2,June,8,Partial College,1,M,2,Skilled Manual,0,$60000
16337,"White, Jose",8371 Shenandoah Drive,1977,Qtr 3,July,6,Partial College,0,M,2,Skilled Manual,0,$60000
16338,"Zhang, Barbara",39 Southbrook Drive,1949,Qtr 1,March,18,Partial High School,1,M,2,Clerical,2,$20000
16339,"Davis, Seth",5118 Colorado Dr,1950,Qtr 2,May,2,Partial College,0,M,2,Clerical,3,$30000
16340,"Mitchell, Sean",8489 Barbie Dr.,1980,Qtr 4,December,24,Partial College,0,S,2,Skilled Manual,0,$20000
16341,"Raji, Lacey",2965 Liscome Way,1951,Qtr 4,November,26,High School,0,M,2,Skilled Manual,3,$30000
16342,"Jai, Gregory",3445 Fine Drive,1951,Qtr 2,April,9,High School,0,M,2,Skilled Manual,3,$30000
16343,"Malhotra, Joel",3711 Cambridge Drive,1951,Qtr 3,August,24,High School,0,M,2,Skilled Manual,3,$30000
16344,"King, Xavier",7020 Mayette Avenue,1980,Qtr 2,May,18,Partial College,0,S,2,Skilled Manual,0,$70000
16345,"Ramos, Francis",1725 La Salle Ave.,1953,Qtr 4,October,24,Partial College,1,M,2,Skilled Manual,3,$40000
16346,"Navarro, Marc",2324 Cherry Street,1953,Qtr 2,June,14,Partial College,0,M,2,Skilled Manual,3,$40000
16347,"Sharma, Raul",8335 Elm Rd.,1953,Qtr 2,June,3,Graduate Degree,1,M,2,Management,2,$70000
16348,"Raman, Roy",5246 Premier Place,1954,Qtr 3,July,4,Partial College,1,M,2,Skilled Manual,2,$80000
16349,"Sai, Levi",2702 Alan Dr.,1954,Qtr 2,April,15,Partial College,0,S,2,Skilled Manual,2,$80000
16350,"Thompson, Fernando",5891 Quail Court,1954,Qtr 1,February,14,Partial College,1,S,2,Skilled Manual,2,$80000
16351,"Xu, Martha",7418 Jumping St.,1954,Qtr 3,July,7,Partial College,0,S,2,Skilled Manual,2,$80000
16352,"Gao, Tiffany",3549 Peachwillow St.,1954,Qtr 3,August,6,Partial College,1,S,2,Skilled Manual,2,$80000
16353,"Xu, Alejandro",8782 Palisade Court,1975,Qtr 4,November,7,Partial College,1,M,2,Skilled Manual,0,$30000
16354,"Torres, Janet",8981 Stafford Ave,1975,Qtr 1,February,7,High School,0,S,2,Skilled Manual,0,$30000
16355,"Foster, Sam",4037 Kiska Court,1975,Qtr 2,June,27,High School,1,S,2,Skilled Manual,0,$30000
16356,"Baker, Sophia",2532 Jacqueline Drive,1975,Qtr 4,December,18,Partial College,1,M,2,Skilled Manual,0,$60000
16357,"Russell, Margaret",5498 Treat Blvd.,1974,Qtr 3,September,16,High School,1,S,2,Skilled Manual,0,$30000
16358,"Jai, Samuel",3011 Normal Avenue,1974,Qtr 1,January,8,High School,1,M,2,Skilled Manual,0,$30000
16359,"Richardson, Shelby",8403 Reality Drive,1954,Qtr 1,March,11,High School,1,M,1,Clerical,1,$30000
16360,"Garcia, Justin",4860 Charlotte Court,1954,Qtr 3,August,2,High School,1,M,1,Clerical,1,$30000
16361,"White, Wyatt",2479 Killdeer Court,1955,Qtr 2,May,10,Partial College,1,M,1,Clerical,1,$40000
16362,"Smith, Joshua",7616 Honey Court,1955,Qtr 2,May,2,Partial College,1,M,1,Clerical,1,$40000
16363,"Ramirez, Melanie",3131 San Miguel Circle,1955,Qtr 1,March,3,Partial College,1,M,1,Clerical,1,$40000
16364,"Yuan, Shawna",4683 Joseph Ave,1955,Qtr 2,May,11,Partial College,1,M,1,Clerical,1,$40000
16365,"Young, Jenna",24 Jennifer Way,1955,Qtr 3,July,19,Partial College,1,M,1,Clerical,1,$40000
16366,"Henderson, Isabelle",5799 Abbey Court,1955,Qtr 3,July,9,Partial College,1,M,1,Clerical,1,$40000
16367,"Williams, Emily",6512 Cypress Ave,1955,Qtr 2,June,1,Graduate Degree,1,S,0,Skilled Manual,5,$80000
16368,"Williams, Lauren",7545 Stanford Way,1955,Qtr 4,November,8,Graduate Degree,1,S,0,Skilled Manual,5,$80000
16369,"Powell, Isabel",3794 Trees Drive,1956,Qtr 3,August,26,Partial College,1,M,1,Clerical,1,$40000
16370,"Gonzalez, Molly",9297 Mauna Kea Court,1956,Qtr 1,January,26,Partial College,1,M,1,Clerical,1,$40000
16371,"Diaz, Caleb",5238 MountainAire Parkway,1956,Qtr 1,March,14,Partial College,1,M,1,Clerical,1,$40000
16372,"Foster, Vanessa",205 Park Blvd.,1957,Qtr 3,August,5,Partial College,1,M,1,Clerical,1,$40000
16373,"Cook, Sara",3178 Fieldbrook Pl.,1957,Qtr 2,April,22,Partial College,1,M,1,Clerical,1,$40000
16374,"Phillips, Edward",8501 Boatwright Ln.,1957,Qtr 4,December,15,Partial College,1,M,1,Clerical,1,$40000
16375,"Hernandez, Gabriella",5689 Almondtree Circle,1957,Qtr 3,August,23,Partial College,1,M,1,Clerical,1,$40000
16376,"Wright, Maria",1416 Melody Drive,1957,Qtr 4,December,7,Partial College,1,M,1,Clerical,1,$40000
16377,"Adams, Jordan",7370 Rolling Green Circle,1958,Qtr 3,September,25,Graduate Degree,0,S,0,Skilled Manual,4,$80000
16378,"Baker, Hailey",2359 Virgil St.,1958,Qtr 1,March,18,Graduate Degree,0,S,0,Skilled Manual,4,$80000
16379,"Jimenez, Marc",7370 Rolling Green Circle,1958,Qtr 3,September,25,Graduate Degree,0,M,0,Skilled Manual,4,$80000
16380,"Torres, Mariah",1483 Browse Street,1958,Qtr 4,October,24,Graduate Degree,1,S,0,Skilled Manual,4,$80000
16381,"Davis, Kayla",7888 Creed Ave.,1958,Qtr 2,June,3,Graduate Degree,1,S,0,Skilled Manual,4,$80000
16382,"Davis, Jennifer",8569 W St.,1958,Qtr 2,June,3,Graduate Degree,0,S,0,Skilled Manual,4,$80000
16383,"Kelly, Brian",1454 Hillridge Way,1958,Qtr 2,April,27,Graduate Degree,1,S,0,Skilled Manual,4,$80000
16384,"Reed, Jada",2544 Ashley Way,1959,Qtr 2,May,23,Graduate Degree,1,S,0,Skilled Manual,4,$60000
16385,"Perez, James",9771 Amador Ct.,1959,Qtr 4,December,17,Graduate Degree,1,M,0,Skilled Manual,4,$60000
16386,"Moyer, Philip",4200 Mayda Way,1968,Qtr 3,September,15,Partial College,0,S,0,Manual,1,$20000
16387,"Vance, Douglas",1183 Royal Links Circle,1968,Qtr 4,October,25,Partial College,1,M,1,Manual,1,$20000
16388,"Torres, Jay","8, rue de la Comédie",1968,Qtr 4,November,26,Bachelors,1,M,0,Clerical,1,$30000
16389,"Shen, Arturo",Erftplatz 99,1968,Qtr 4,October,4,Bachelors,1,S,0,Clerical,1,$30000
16390,"Nath, Mario",Lützowplatz 5700,1968,Qtr 1,February,26,Bachelors,0,S,0,Clerical,1,$30000
16391,"Suri, Sergio","212, rue de Berri",1968,Qtr 4,November,4,Bachelors,0,S,0,Clerical,1,$30000
16392,"Raman, Kari","54, rue de Fontfroide",1968,Qtr 4,October,9,Graduate Degree,1,M,0,Clerical,0,$40000
16393,"Edwards, Xavier","48, rue Montcalm",1968,Qtr 3,July,13,Graduate Degree,1,M,0,Clerical,0,$40000
16394,"Bell, Bryan","34, place Beaubernard",1967,Qtr 2,June,7,High School,1,S,1,Manual,3,$10000
16395,"Pal, Tara","92, rue de Linois",1967,Qtr 4,December,8,High School,0,M,1,Manual,3,$10000
16396,"Rai, Keith",Alderstr 8429,1967,Qtr 2,April,17,Partial High School,1,S,0,Manual,4,$10000
16397,"Navarro, Andy",Königstr 387,1967,Qtr 2,April,14,Partial College,1,M,1,Manual,1,$20000
16398,"Rana, Emmanuel","45, rue Pierre-Demoulin",1967,Qtr 4,December,14,High School,0,S,1,Manual,1,$20000
16399,"Xu, Arturo",Hunzinger Allee 193,1967,Qtr 4,October,17,Bachelors,0,S,0,Clerical,1,$30000
16400,"Ramos, Theodore","22, rue de l'Espace De Schengen",1967,Qtr 1,March,10,Bachelors,1,M,0,Clerical,1,$30000
16401,"Gao, Margaret",9828 Larch Ct,1967,Qtr 3,September,9,Bachelors,0,S,1,Clerical,1,$30000
16402,"Martin, Alexander",469 Robinson St.,1967,Qtr 4,October,3,Bachelors,0,S,1,Clerical,1,$30000
16403,"Suarez, Byron","255, avenue Foch",1966,Qtr 4,October,19,High School,1,M,1,Manual,1,$20000
16404,"Nara, Raul","710, rue Surcouf",1967,Qtr 3,July,6,Bachelors,1,M,0,Clerical,0,$40000
16405,"Sai, Adriana",2467 Clearland Circle,1967,Qtr 2,April,8,Bachelors,1,M,0,Clerical,0,$40000
16406,"Henderson, Dakota",8847 Gill Ct.,1967,Qtr 4,November,14,Bachelors,0,M,0,Clerical,0,$40000
16407,"Zhao, Colleen",3082 Cowell Rd.,1966,Qtr 1,March,4,Bachelors,1,M,2,Skilled Manual,1,$30000
16408,"Madan, Arthur","4024, rue Surcouf",1965,Qtr 1,February,8,Bachelors,1,M,2,Skilled Manual,1,$30000
16409,"Moreno, Ebony",Reiherweg 5074,1965,Qtr 4,October,17,Bachelors,1,M,2,Skilled Manual,1,$30000
16410,"Navarro, Joy",1512 Orangewood Ave.,1964,Qtr 4,October,19,Partial High School,1,S,2,Manual,4,$10000
16411,"Sanchez, Stanley",Herzogstr 5772,1964,Qtr 3,August,21,Partial High School,1,S,2,Manual,3,$10000
16412,"Liang, Leah","99, avenue Reille",1964,Qtr 2,June,11,Partial High School,1,S,2,Manual,3,$10000
16413,"Gonzalez, Julia",Postenweg 3138,1931,Qtr 2,May,7,High School,0,M,2,Manual,4,$10000
16414,"Flores, Kelly",Curieweg 3,1964,Qtr 2,June,17,Partial High School,1,S,2,Manual,3,$10000
16415,"Patel, Andre","3963, rue Lamarck",1964,Qtr 2,June,17,High School,1,S,0,Manual,3,$20000
16416,"Rivera, Brian","44, rue du Départ",1964,Qtr 2,May,17,Partial College,1,S,0,Manual,2,$30000
16417,"Bryant, Noah",9875 Pheasant Drive,1964,Qtr 3,September,1,Partial College,1,S,0,Manual,2,$30000
16418,"Rai, Katrina","25, rue des Berges",1963,Qtr 3,August,26,Partial High School,1,S,2,Manual,3,$10000
16419,"Simpson, Lacey",Auf Der Steige 2999,1963,Qtr 2,June,23,High School,0,M,1,Manual,3,$20000
16420,"Alonso, Eddie",8394 Summertime Dr.,1963,Qtr 4,November,19,High School,1,S,1,Manual,3,$20000
16421,"Diaz, Natasha","2, rue de Maubeuge",1963,Qtr 4,October,10,High School,1,S,1,Manual,3,$20000
16422,"Xu, Kurt",Welt Platz 6,1963,Qtr 1,March,27,High School,1,S,1,Manual,3,$20000
16423,"Madan, Sergio","71, rue Faubourg St Antoine",1933,Qtr 2,May,23,High School,1,S,2,Manual,4,$10000
16424,"Diaz, Brandi","1001, rue des Bouchers",1966,Qtr 3,July,18,Bachelors,0,M,0,Professional,0,$40000
16425,"Lu, Lisa","70, rue Georges-Clémenceau",1966,Qtr 1,February,15,Bachelors,1,M,0,Professional,0,$40000
16426,"Ye, Jorge","8, avenue de l´ Union Centrale",1966,Qtr 3,July,11,Bachelors,1,M,0,Professional,0,$40000
16427,"Alonso, Kendra",6886 Berry Dr.,1966,Qtr 1,March,15,Graduate Degree,1,S,0,Skilled Manual,0,$60000
16428,"Ross, Ryan",1088 Ash Lane,1963,Qtr 1,March,28,High School,1,S,1,Manual,4,$20000
16429,"Luo, Jaclyn",Königstr 426,1962,Qtr 4,October,16,Partial College,1,M,1,Clerical,1,$30000
16430,"Rai, Franklin","195, rue de Varenne",1965,Qtr 3,August,7,Partial College,1,S,1,Clerical,2,$30000
16431,"Rodriguez, Jermaine","5151, rue Saint-Lazare",1965,Qtr 3,September,3,Partial College,1,S,1,Clerical,2,$30000
16432,"Garcia, John","2, avenue de la Gare",1964,Qtr 3,August,8,Partial College,1,S,2,Clerical,2,$30000
16433,"Dominguez, Mathew","11, place de la République",1964,Qtr 2,May,27,Partial College,0,M,2,Clerical,2,$30000
16434,"Bailey, Taylor",Postfach 66 07 00,1964,Qtr 4,October,4,Bachelors,1,M,0,Skilled Manual,1,$40000
16435,"Cooper, Steven",7349 Macalven Dr.,1964,Qtr 3,July,9,Bachelors,1,M,0,Skilled Manual,1,$40000
16436,"Henderson, Ethan","534, rue Mazagran",1963,Qtr 3,August,15,Partial College,1,S,3,Clerical,2,$30000
16437,"Gutierrez, Jésus",5284 Dumbarton Dr.,1977,Qtr 4,October,24,High School,0,S,1,Manual,0,$20000
16438,"Arthur, Kaitlin","34, rue des Rosiers",1976,Qtr 3,July,17,Partial High School,0,M,2,Manual,0,$10000
16439,"Deng, Dawn","1, rue de Fontfroide",1979,Qtr 4,October,26,High School,1,S,2,Manual,4,$20000
16440,"Martin, Jimmy","34, rue Philibert-Delorme",1979,Qtr 4,December,4,High School,1,S,2,Manual,4,$20000
16441,"Young, Jason",Reiherweg 54,1979,Qtr 1,March,12,High School,0,M,2,Manual,5,$20000
16442,"Gonzalez, Luke",Winterfeldtstr 2529,1979,Qtr 3,August,27,Partial College,1,S,1,Clerical,3,$30000
16443,"Gao, Dawn",3930 Sony Hill Circle,1979,Qtr 1,March,8,Partial College,1,S,2,Clerical,3,$30000
16444,"Carlson, Erika",6275 Bel Air Drive,1963,Qtr 4,October,23,Bachelors,1,M,0,Skilled Manual,1,$40000
16445,"Ward, Caitlin",3296 Tri-state Ave,1962,Qtr 2,June,13,Partial College,1,S,1,Clerical,1,$30000
16446,"Munoz, Kristine",3970 Falcon Dr,1962,Qtr 2,May,12,Partial College,1,M,1,Clerical,1,$30000
16447,"Becker, Kate",9032 Santa Fe,1962,Qtr 4,December,9,Bachelors,1,M,1,Skilled Manual,1,$40000
16448,"Martin, Cheryl",Haberstr 328,1962,Qtr 1,February,2,Bachelors,1,M,1,Skilled Manual,1,$40000
16449,"Browning, Casey",2599 Vine Hill Way,1978,Qtr 1,February,14,Partial College,1,S,2,Clerical,4,$30000
16450,"Gutierrez, Rebekah",9529 Oonegal Court,1977,Qtr 3,August,15,Partial College,1,S,2,Clerical,5,$30000
16451,"Stone, Karl",Berliner Platz 1,1977,Qtr 3,September,5,Partial College,0,S,1,Clerical,0,$30000
16452,"Luo, Cassie",9428 Mehaffey Way,1977,Qtr 4,November,21,Partial College,0,S,1,Clerical,0,$30000
16453,"Chandra, Mayra",8614 Lagoon Court,1977,Qtr 2,April,9,Partial College,0,S,1,Clerical,0,$30000
16454,"Suri, Marco",8510 G St.,1977,Qtr 2,June,5,Partial College,0,M,1,Clerical,0,$30000
16455,"Moreno, Deb","99, rue du Départ",1911,Qtr 3,August,13,High School,0,M,2,Manual,4,$10000
16456,"Navarro, Larry",Kapellstr 4924,1975,Qtr 3,July,13,High School,0,S,1,Manual,0,$20000
16457,"Martin, Kathleen",Lindenalle 1854,1976,Qtr 1,February,19,Partial High School,0,S,1,Manual,0,$20000
16458,"Ruiz, Michele",Pascalstr 24,1976,Qtr 4,December,19,Partial College,0,S,1,Clerical,0,$30000
16459,"Kapoor, Carolyn",9210 Camino Peral,1976,Qtr 2,April,17,Partial College,0,M,1,Clerical,0,$30000
16460,"Xu, Jodi",6594 Bent Tree Lane,1976,Qtr 4,November,17,Partial College,0,S,1,Clerical,0,$30000
16461,"Wu, Rosa",939 Vista Del Diablo,1976,Qtr 1,February,6,Partial College,0,S,1,Clerical,0,$30000
16462,"Gonzales, Marissa",Höhenstr 9449,1975,Qtr 2,April,17,Partial High School,0,S,1,Manual,0,$20000
16463,"Murphy, Anna",Kappellweg 613,1975,Qtr 4,October,22,Partial High School,0,S,1,Manual,0,$20000
16464,"Liu, Alan",6885 Auburn,1974,Qtr 2,May,18,Partial High School,1,S,2,Manual,0,$10000
16465,"Goel, Kara",4511 L St.,1974,Qtr 4,November,1,Partial High School,0,S,2,Manual,0,$20000
16466,"Kumar, Alisha",Heiderweg 4983,1974,Qtr 2,June,15,Partial High School,0,S,2,Manual,0,$20000
16467,"Srini, Ronald",8459 Leed Court West,1974,Qtr 3,September,8,Partial High School,1,S,2,Manual,0,$20000
16468,"Dominguez, Orlando","95, avenue de l´ Union Centrale",1975,Qtr 4,November,18,Partial College,1,S,1,Clerical,0,$30000
16469,"Tang, Michele","70, place du Tertre",1975,Qtr 4,November,19,Partial College,1,S,1,Clerical,0,$30000
16470,"Guo, Wesley",9353 Kirkwood Dr.,1975,Qtr 4,November,9,Bachelors,1,M,0,Skilled Manual,1,$40000
16471,"Hayes, Vanessa","84, avenue des Ternes",1913,Qtr 3,August,17,High School,0,M,2,Manual,4,$10000
16472,"Robinson, Olivia","32, rue Lafayette",1974,Qtr 1,March,14,Partial High School,0,S,2,Manual,0,$20000
16473,"Andersen, Dawn",Nonnendamm 19,1973,Qtr 1,March,3,Partial High School,0,S,2,Manual,0,$10000
16474,"Serrano, Jay",Alte Landstr 414,1973,Qtr 2,April,21,Partial High School,0,M,2,Manual,0,$10000
16475,"Anand, Kurt",Heiderweg 4983,1973,Qtr 4,December,13,Partial High School,0,S,2,Manual,0,$20000
16476,"Xie, Shawn","5, avenue de Norvege",1973,Qtr 4,December,11,Partial College,0,S,1,Clerical,0,$30000
16477,"Gonzales, Anna",4657 Roundhouse Place,1977,Qtr 2,May,4,Partial High School,0,S,2,Clerical,0,$40000
16478,"Gray, Adrian",1502 Marion Ct.,1977,Qtr 1,January,21,Partial College,0,S,2,Skilled Manual,0,$70000
16479,"Brooks, Victoria",6313 Collins Drive,1976,Qtr 2,May,9,Partial College,1,S,2,Skilled Manual,0,$60000
16480,"Zhou, Alan",265 Maria Vega Court,1949,Qtr 1,February,8,Partial High School,1,M,2,Clerical,2,$20000
16481,"Bryant, Madison",4008 Tosca Way,1949,Qtr 2,June,17,Partial High School,1,S,2,Clerical,2,$20000
16482,"Arthur, Tabitha",6992 Mt. View Drive,1950,Qtr 2,May,15,Partial College,0,M,2,Clerical,3,$30000
16483,"Jai, Warren",9276 Blackwood Drive,1950,Qtr 4,October,17,Bachelors,1,M,2,Management,2,$40000
16484,"Lal, Dustin",3193 Mehaffey Way,1950,Qtr 1,February,7,Partial College,0,M,2,Clerical,2,$40000
16485,"Foster, Ian",1008 Lydia Lane,1980,Qtr 2,April,23,Partial High School,1,S,2,Clerical,0,$40000
16486,"Madan, Rachael",8193 Scenic Ct.,1951,Qtr 2,May,16,High School,0,M,2,Skilled Manual,3,$30000
16487,"Griffin, Brianna",8144 Ryan Court,1951,Qtr 2,May,17,High School,1,S,2,Skilled Manual,3,$30000
16488,"Rodriguez, Joel",7059 Garrow Dr.,1951,Qtr 2,April,28,High School,1,M,2,Skilled Manual,3,$30000
16489,"Garcia, Frederick",2966 St. George Dr.,1951,Qtr 3,July,6,High School,1,M,2,Skilled Manual,3,$30000
16490,"Robinson, Megan",6003 San Vincente Drive,1980,Qtr 2,May,17,Partial College,1,M,2,Skilled Manual,0,$60000
16491,"Garcia, Christian",2860 Brentwood Circle,1979,Qtr 2,April,19,Partial College,1,S,2,Skilled Manual,0,$70000
16492,"Sanz, Theodore",4682 Birch Bark Rd.,1952,Qtr 1,March,24,Partial College,0,M,2,Clerical,2,$40000
16493,"Fernandez, Brenda",6908 Laguna Circle,1953,Qtr 4,November,5,Partial College,1,M,2,Skilled Manual,3,$40000
16494,"Simmons, Jordyn",1915 Standing Grove Dr.,1954,Qtr 4,November,25,Partial College,0,S,2,Skilled Manual,2,$80000
16495,"Ramos, Monique",3207 Mario Way,1954,Qtr 3,August,8,Partial College,0,S,2,Skilled Manual,2,$80000
16496,"Tang, Dawn",6345 Katharyn Drive,1954,Qtr 2,May,18,Partial College,1,S,2,Skilled Manual,2,$80000
16497,"Peterson, Julia",7089 Monti Circle,1975,Qtr 3,July,7,Partial College,1,S,2,Skilled Manual,0,$30000
16498,"Jones, Hunter",9353 Kirkwood Dr.,1975,Qtr 4,November,9,Partial College,1,S,2,Skilled Manual,0,$30000
16499,"Kelly, Danielle",3840 Gold Crest Ct,1975,Qtr 4,October,17,High School,1,S,2,Skilled Manual,0,$30000
16500,"Perry, Chloe",9196 Landana Dr.,1975,Qtr 1,February,20,High School,0,S,2,Skilled Manual,0,$30000
16501,"Wood, Vanessa",962 Gonzalez Court,1975,Qtr 3,July,27,High School,1,S,2,Skilled Manual,0,$30000
16502,"Parker, Jackson",5018 Bloching Circle,1975,Qtr 1,February,13,High School,1,S,2,Skilled Manual,0,$30000
16503,"Anderson, Christian",6019 Ironwood Way,1975,Qtr 1,March,2,Partial College,1,M,2,Skilled Manual,0,$60000
16504,"Russell, Justin",1687 Rose Drive,1974,Qtr 3,August,5,High School,0,S,2,Skilled Manual,0,$30000
16505,"Gray, Erin",8801 Lee Lane,1974,Qtr 3,August,7,High School,1,S,2,Skilled Manual,0,$30000
16506,"Murphy, Catherine",2399 Stafford Ave,1973,Qtr 4,December,13,Partial College,1,M,2,Skilled Manual,0,$60000
16507,"Nath, Tracy","40, rue de Terre Neuve",1939,Qtr 4,November,19,Bachelors,1,M,1,Clerical,2,$10000
16508,"Zhu, Brent","8, rue des Vendangeurs",1939,Qtr 3,August,14,Bachelors,1,M,1,Clerical,2,$10000
16509,"Sai, Veronica",3061 Arcadia Pl.,1941,Qtr 2,May,2,Bachelors,1,M,0,Clerical,1,$30000
16510,"Nara, Brad","33, allée des Princes",1942,Qtr 4,December,5,Partial College,1,M,1,Manual,3,$10000
16511,"Raman, Joe",3870 Gonzalez Court,1942,Qtr 2,June,20,Bachelors,1,M,0,Clerical,1,$30000
16512,"Sharma, Ricardo",7765 Sunsine Drive,1942,Qtr 2,April,7,Graduate Degree,1,S,0,Clerical,1,$40000
16513,"Wagner, Ronnie","49, rue Royale",1943,Qtr 2,May,14,Partial College,1,S,1,Manual,3,$10000
16514,"Fernandez, Manuel",251 Ravenwood Dr.,1980,Qtr 1,January,11,Partial College,1,S,1,Manual,0,$10000
16515,"Sai, Troy",458 Union St,1980,Qtr 1,February,4,Partial College,0,M,1,Manual,0,$10000
16516,"She, Melvin",2551 Damascus Loop,1980,Qtr 3,July,27,Bachelors,1,M,0,Clerical,0,$20000
16517,"Raji, Katrina",3196 Peachwillow,1976,Qtr 1,March,19,High School,1,M,0,Manual,1,$10000
16518,"Holt, Krystal",6119 Grasswood Circle,1976,Qtr 2,June,19,High School,0,S,0,Manual,1,$10000
16519,"Chander, Yolanda",4409 North Ranchford,1976,Qtr 3,August,14,High School,0,S,0,Manual,1,$10000
16520,"Raji, Misty",3511 B Eagle Peak Rd.,1976,Qtr 4,October,23,High School,1,M,0,Manual,1,$10000
16521,"She, Tonya",8534 Willow Pass Road,1979,Qtr 3,August,11,High School,0,S,0,Manual,1,$10000
16522,"Pal, Casey",2190 Rock Creek Way,1979,Qtr 3,July,5,High School,1,M,0,Manual,1,$10000
16523,"Huang, Sandra",6513 Beauer Lane,1979,Qtr 1,January,11,Bachelors,1,M,0,Clerical,0,$20000
16524,"Huang, Damien",5484 Viking Dr,1979,Qtr 3,July,24,Bachelors,1,M,0,Clerical,0,$20000
16525,"Liang, Martha",2987 Wiget Lane,1978,Qtr 2,May,25,Bachelors,0,M,0,Clerical,0,$20000
16526,"Perez, Arthur",5972 Donegal Court,1978,Qtr 4,October,25,Bachelors,1,S,0,Clerical,0,$20000
16527,"Arun, Cory",5455 Grenola Dr,1978,Qtr 2,June,20,Bachelors,1,S,0,Clerical,0,$20000
16528,"Garcia, Dominique",2020 Bell Dr.,1978,Qtr 3,August,25,Bachelors,1,S,0,Clerical,0,$20000
16529,"Gutierrez, Jonathon",3571 N St.,1977,Qtr 3,July,28,Bachelors,1,M,0,Clerical,0,$20000
16530,"Chander, Priscilla",6140 Scenic Drive,1943,Qtr 4,October,18,Bachelors,1,M,0,Clerical,1,$30000
16531,"Gao, Lacey",621 Brandywine Way,1943,Qtr 2,June,25,Bachelors,1,S,0,Clerical,1,$30000
16532,"Sharma, Tommy","740, allée des Princes",1961,Qtr 2,June,24,Partial College,0,S,0,Manual,1,$20000
16533,"Cai, Kristen","7, place Beaubernard",1961,Qtr 2,May,24,Partial College,1,M,0,Manual,1,$20000
16534,"Holt, Claudia",Im Himmelsweg 27,1961,Qtr 1,February,5,Graduate Degree,1,M,0,Clerical,4,$30000
16535,"Chen, Colin","5, avenue de la Gare",1960,Qtr 2,May,12,High School,0,S,1,Manual,1,$10000
16536,"Jimenez, Meghan","10257, avenue de l´Europe",1960,Qtr 3,July,22,High School,0,S,1,Manual,1,$10000
16537,"Dominguez, Arthur",Winter der Böck 2441,1960,Qtr 4,October,13,Partial College,0,S,0,Manual,1,$20000
16538,"Liang, Stacey",Krönerweg 9229,1960,Qtr 1,January,13,Partial College,0,S,0,Manual,1,$20000
16539,"Li, Christy",Pascalstr 1,1960,Qtr 1,January,11,Partial College,0,S,0,Manual,1,$20000
16540,"Browning, Theodore",Heidestieg Straße 2664,1960,Qtr 3,September,15,Partial College,1,M,0,Manual,1,$20000
16541,"Hu, Micah",3504 Tossing Way,1960,Qtr 4,December,28,Partial College,0,S,0,Manual,1,$20000
16542,"Ortega, Jésus",1217 Mariposa,1960,Qtr 2,June,9,Partial College,1,M,0,Manual,1,$20000
16543,"McDonald, Jenny",8992 E. 32nd St.,1960,Qtr 2,June,10,Partial College,1,M,0,Manual,1,$20000
16544,"Morgan, Eduardo","40, rue Royale",1959,Qtr 2,April,8,High School,1,M,1,Manual,1,$10000
16545,"Pal, Alicia","882, rue Villedo",1959,Qtr 1,January,12,High School,1,M,1,Manual,1,$10000
